dia_de_semana,hora,linea,estacion,trx_totales
False,11,E,PZA. DE LOS VIRREYES,1684.0
False,11,E,RETIRO E,765.0
False,11,E,SAN JOSE,610.0
False,11,E,URQUIZA,754.0
False,11,E,VARELA,532.0
False,11,H,CASEROS,1298.0
False,11,H,CORDOBA,1553.0
False,11,H,CORRIENTES,1685.0
False,11,H,FACULTAD DE DERECHO,723.0
False,11,H,HOSPITALES,2444.0
False,11,H,HUMBERTO I,1643.0
False,11,H,INCLAN,1449.0
False,11,H,LAS HERAS,2269.0
False,11,H,ONCE,4353.0
False,11,H,PATRICIOS,2268.0
False,11,H,SANTA FE,2399.0
False,11,H,VENEZUELA,2234.0
False,12,A,ACOYTE,3617.0
False,12,A,ALBERTI,1582.0
False,12,A,CARABOBO,2808.0
False,12,A,CASTRO BARROS,2644.0
False,12,A,CONGRESO,2704.0
False,12,A,FLORES,3118.0
False,12,A,LIMA,1510.0
False,12,A,LORIA,2268.0
False,12,A,PASCO,913.0
False,12,A,PERU,1276.0
False,12,A,PIEDRAS,899.0
False,12,A,PLAZA DE MAYO,1649.0
False,12,A,PLAZA MISERERE,4076.0
False,12,A,PRIMERA JUNTA,3283.0
False,12,A,PUAN,1779.0
False,12,A,RIO DE JANEIRO,2870.0
False,12,A,SAENZ PEÃÂÃÂ±A ,1601.0
False,12,A,SAN PEDRITO,8614.0
False,12,B,ANGEL GALLARDO,4045.0
False,12,B,CALLAO.B,3465.0
False,12,B,CARLOS GARDEL,4357.0
False,12,B,CARLOS PELLEGRINI,4566.0
False,12,B,DORREGO,2338.0
False,12,B,ECHEVERRIA,1424.0
False,12,B,FEDERICO LACROZE,6101.0
False,12,B,FLORIDA,1973.0
False,12,B,LEANDRO N. ALEM,2753.0
False,12,B,LOS INCAS,2371.0
False,12,B,MALABIA,4688.0
False,12,B,MEDRANO,4791.0
False,12,B,PASTEUR,3909.0
False,12,B,PUEYRREDON,4302.0
False,12,B,ROSAS,5984.0
False,12,B,TRONADOR,1198.0
False,12,B,URUGUAY,2381.0
False,12,C,AVENIDA DE MAYO,838.0
False,12,C,CONSTITUCION,18361.0
False,12,C,DIAGONAL NORTE,731.0
False,12,C,GENERAL SAN MARTIN,1115.0
False,12,C,INDEPENDENCIA,1707.0
False,12,C,LAVALLE,1441.0
False,12,C,MARIANO MORENO,909.0
False,12,C,RETIRO,8545.0
False,12,C,SAN JUAN,1381.0
False,12,D,9 DE JULIO,909.0
False,12,D,AGÃÂÃÂ¼ERO,3049.0
False,12,D,BULNES,4315.0
False,12,D,CALLAO,2697.0
False,12,D,CATEDRAL,2513.0
False,12,D,CONGRESO DE TUCUMAN,6587.0
False,12,D,FACULTAD DE MEDICINA,3301.0
False,12,D,JOSE HERNANDEZ,2691.0
False,12,D,JURAMENTO,4188.0
False,12,D,MINISTRO CARRANZA,3265.0
False,12,D,OLLEROS,2990.0
False,12,D,PALERMO,4886.0
False,12,D,PLAZA ITALIA,3201.0
False,12,D,PUEYRREDON.D,2094.0
False,12,D,SCALABRINI ORTIZ,3334.0
False,12,D,TRIBUNALES,1767.0
False,12,E,AVENIDA LA PLATA,1339.0
False,12,E,BOEDO,1463.0
False,12,E,BOLIVAR,1288.0
False,12,E,CATALINAS,384.0
False,12,E,CORREO CENTRAL,846.0
False,12,E,EMILIO MITRE,1131.0
False,12,E,ENTRE RIOS,1233.0
False,12,E,GENERAL BELGRANO,533.0
False,12,E,INDEPENDENCIA.H,1492.0
False,12,E,JOSE MARIA MORENO,911.0
False,12,E,JUJUY,1157.0
False,12,E,MEDALLA MILAGROSA,495.0
False,12,E,PICHINCHA,734.0
False,12,E,PZA. DE LOS VIRREYES,1970.0
False,12,E,RETIRO E,885.0
False,12,E,SAN JOSE,621.0
False,12,E,URQUIZA,848.0
False,12,E,VARELA,574.0
False,12,H,CASEROS,1412.0
False,12,H,CORDOBA,1744.0
False,12,H,CORRIENTES,2055.0
False,12,H,FACULTAD DE DERECHO,974.0
False,12,H,HOSPITALES,2637.0
False,12,H,HUMBERTO I,1798.0
False,12,H,INCLAN,1469.0
False,12,H,LAS HERAS,3001.0
False,12,H,ONCE,5306.0
False,12,H,PATRICIOS,2268.0
False,12,H,SANTA FE,2843.0
False,12,H,VENEZUELA,2367.0
False,13,A,ACOYTE,3668.0
False,13,A,ALBERTI,1732.0
False,13,A,CARABOBO,2899.0
False,13,A,CASTRO BARROS,2621.0
False,13,A,CONGRESO,2998.0
False,13,A,FLORES,3270.0
False,13,A,LIMA,1658.0
False,13,A,LORIA,2206.0
False,13,A,PASCO,1073.0
False,13,A,PERU,2012.0
False,13,A,PIEDRAS,1116.0
False,13,A,PLAZA DE MAYO,1905.0
False,13,A,PLAZA MISERERE,4858.0
False,13,A,PRIMERA JUNTA,3188.0
False,13,A,PUAN,1901.0
False,13,A,RIO DE JANEIRO,2745.0
False,13,A,SAENZ PEÃÂÃÂ±A ,1703.0
False,13,A,SAN PEDRITO,10735.0
False,13,B,ANGEL GALLARDO,3565.0
False,13,B,CALLAO.B,4143.0
False,13,B,CARLOS GARDEL,4951.0
False,13,B,CARLOS PELLEGRINI,5061.0
False,13,B,DORREGO,2554.0
False,13,B,ECHEVERRIA,1384.0
False,13,B,FEDERICO LACROZE,6408.0
False,13,B,FLORIDA,2512.0
False,13,B,LEANDRO N. ALEM,2926.0
False,13,B,LOS INCAS,2307.0
False,13,B,MALABIA,4834.0
False,13,B,MEDRANO,4704.0
False,13,B,PASTEUR,4275.0
False,13,B,PUEYRREDON,4858.0
False,13,B,ROSAS,5865.0
False,13,B,TRONADOR,1179.0
False,13,B,URUGUAY,2788.0
False,13,C,AVENIDA DE MAYO,973.0
False,13,C,CONSTITUCION,18288.0
False,13,C,DIAGONAL NORTE,882.0
False,13,C,GENERAL SAN MARTIN,1124.0
False,13,C,INDEPENDENCIA,1768.0
False,13,C,LAVALLE,1667.0
False,13,C,MARIANO MORENO,949.0
False,13,C,RETIRO,9458.0
False,13,C,SAN JUAN,1346.0
False,13,D,9 DE JULIO,958.0
False,13,D,AGÃÂÃÂ¼ERO,2932.0
False,13,D,BULNES,4396.0
False,13,D,CALLAO,3360.0
False,13,D,CATEDRAL,3044.0
False,13,D,CONGRESO DE TUCUMAN,6760.0
False,13,D,FACULTAD DE MEDICINA,3583.0
False,13,D,JOSE HERNANDEZ,3121.0
False,13,D,JURAMENTO,4823.0
False,13,D,MINISTRO CARRANZA,3152.0
False,13,D,OLLEROS,3139.0
False,13,D,PALERMO,5299.0
False,13,D,PLAZA ITALIA,3246.0
False,13,D,PUEYRREDON.D,2082.0
False,13,D,SCALABRINI ORTIZ,3312.0
False,13,D,TRIBUNALES,1979.0
False,13,E,AVENIDA LA PLATA,1341.0
False,13,E,BOEDO,1535.0
False,13,E,BOLIVAR,2140.0
False,13,E,CATALINAS,367.0
False,13,E,CORREO CENTRAL,835.0
False,13,E,EMILIO MITRE,1157.0
False,13,E,ENTRE RIOS,1181.0
False,13,E,GENERAL BELGRANO,485.0
False,13,E,INDEPENDENCIA.H,1673.0
False,13,E,JOSE MARIA MORENO,1086.0
False,13,E,JUJUY,1099.0
False,13,E,MEDALLA MILAGROSA,474.0
False,13,E,PICHINCHA,738.0
False,13,E,PZA. DE LOS VIRREYES,2147.0
False,13,E,RETIRO E,938.0
False,13,E,SAN JOSE,795.0
False,13,E,URQUIZA,863.0
False,13,E,VARELA,573.0
False,13,H,CASEROS,1350.0
False,13,H,CORDOBA,1875.0
False,13,H,CORRIENTES,2485.0
False,13,H,FACULTAD DE DERECHO,1160.0
False,13,H,HOSPITALES,2607.0
False,13,H,HUMBERTO I,1818.0
False,13,H,INCLAN,1356.0
False,13,H,LAS HERAS,2944.0
False,13,H,ONCE,5769.0
False,13,H,PATRICIOS,2394.0
False,13,H,SANTA FE,2904.0
False,13,H,VENEZUELA,2275.0
False,14,A,ACOYTE,3557.0
False,14,A,ALBERTI,1367.0
False,14,A,CARABOBO,2785.0
False,14,A,CASTRO BARROS,2422.0
False,14,A,CONGRESO,2469.0
False,14,A,FLORES,3111.0
False,14,A,LIMA,1391.0
False,14,A,LORIA,2145.0
False,14,A,PASCO,937.0
False,14,A,PERU,1647.0
False,14,A,PIEDRAS,884.0
False,14,A,PLAZA DE MAYO,1608.0
False,14,A,PLAZA MISERERE,4840.0
False,14,A,PRIMERA JUNTA,2963.0
False,14,A,PUAN,1545.0
False,14,A,RIO DE JANEIRO,2542.0
False,14,A,SAENZ PEÃÂÃÂ±A ,1527.0
False,14,A,SAN PEDRITO,9206.0
False,14,B,ANGEL GALLARDO,3429.0
False,14,B,CALLAO.B,3546.0
False,14,B,CARLOS GARDEL,5533.0
False,14,B,CARLOS PELLEGRINI,4928.0
False,14,B,DORREGO,2320.0
False,14,B,ECHEVERRIA,1224.0
False,14,B,FEDERICO LACROZE,6088.0
False,14,B,FLORIDA,2503.0
False,14,B,LEANDRO N. ALEM,2560.0
False,14,B,LOS INCAS,2048.0
False,14,B,MALABIA,4399.0
False,14,B,MEDRANO,3856.0
False,14,B,PASTEUR,3052.0
False,14,B,PUEYRREDON,3885.0
False,14,B,ROSAS,5664.0
False,14,B,TRONADOR,1019.0
False,14,B,URUGUAY,2135.0
False,14,C,AVENIDA DE MAYO,944.0
False,14,C,CONSTITUCION,16075.0
False,14,C,DIAGONAL NORTE,656.0
False,14,C,GENERAL SAN MARTIN,1153.0
False,14,C,INDEPENDENCIA,1591.0
False,14,C,LAVALLE,1490.0
False,14,C,MARIANO MORENO,781.0
False,14,C,RETIRO,9363.0
False,14,C,SAN JUAN,1237.0
False,14,D,9 DE JULIO,969.0
False,14,D,AGÃÂÃÂ¼ERO,2704.0
False,14,D,BULNES,4190.0
False,14,D,CALLAO,2603.0
False,14,D,CATEDRAL,2653.0
False,14,D,CONGRESO DE TUCUMAN,6331.0
False,14,D,FACULTAD DE MEDICINA,2731.0
False,14,D,JOSE HERNANDEZ,2601.0
False,14,D,JURAMENTO,4850.0
False,14,D,MINISTRO CARRANZA,2788.0
False,14,D,OLLEROS,3172.0
False,14,D,PALERMO,5344.0
False,14,D,PLAZA ITALIA,3608.0
False,14,D,PUEYRREDON.D,2032.0
False,14,D,SCALABRINI ORTIZ,2988.0
False,14,D,TRIBUNALES,1656.0
False,14,E,AVENIDA LA PLATA,1330.0
False,14,E,BOEDO,1371.0
False,14,E,BOLIVAR,1347.0
False,14,E,CATALINAS,360.0
False,14,E,CORREO CENTRAL,1052.0
False,14,E,EMILIO MITRE,1100.0
False,14,E,ENTRE RIOS,1157.0
False,14,E,GENERAL BELGRANO,456.0
False,14,E,INDEPENDENCIA.H,1169.0
False,14,E,JOSE MARIA MORENO,919.0
False,14,E,JUJUY,1174.0
False,14,E,MEDALLA MILAGROSA,430.0
False,14,E,PICHINCHA,713.0
False,14,E,PZA. DE LOS VIRREYES,1986.0
False,14,E,RETIRO E,868.0
False,14,E,SAN JOSE,658.0
False,14,E,URQUIZA,862.0
False,14,E,VARELA,583.0
False,14,H,CASEROS,1192.0
False,14,H,CORDOBA,1635.0
False,14,H,CORRIENTES,2024.0
False,14,H,FACULTAD DE DERECHO,959.0
False,14,H,HOSPITALES,2318.0
False,14,H,HUMBERTO I,1718.0
False,14,H,INCLAN,1431.0
False,14,H,LAS HERAS,2802.0
False,14,H,ONCE,5420.0
False,14,H,PATRICIOS,2276.0
False,14,H,SANTA FE,2670.0
False,14,H,VENEZUELA,2164.0
False,15,A,ACOYTE,3819.0
False,15,A,ALBERTI,1257.0
False,15,A,CARABOBO,2995.0
False,15,A,CASTRO BARROS,2537.0
False,15,A,CONGRESO,2541.0
False,15,A,FLORES,3086.0
False,15,A,LIMA,1471.0
False,15,A,LORIA,2133.0
False,15,A,PASCO,891.0
False,15,A,PERU,1886.0
False,15,A,PIEDRAS,1116.0
False,15,A,PLAZA DE MAYO,2088.0
False,15,A,PLAZA MISERERE,4439.0
False,15,A,PRIMERA JUNTA,3018.0
False,15,A,PUAN,1741.0
False,15,A,RIO DE JANEIRO,2554.0
False,15,A,SAENZ PEÃÂÃÂ±A ,1463.0
False,15,A,SAN PEDRITO,7639.0
False,15,B,ANGEL GALLARDO,3770.0
False,15,B,CALLAO.B,3305.0
False,15,B,CARLOS GARDEL,6354.0
False,15,B,CARLOS PELLEGRINI,3910.0
False,15,B,DORREGO,2266.0
False,15,B,ECHEVERRIA,1383.0
False,15,B,FEDERICO LACROZE,6529.0
False,15,B,FLORIDA,2836.0
False,15,B,LEANDRO N. ALEM,2891.0
False,15,B,LOS INCAS,2298.0
False,15,B,MALABIA,4612.0
False,15,B,MEDRANO,3981.0
False,15,B,PASTEUR,2357.0
False,15,B,PUEYRREDON,3254.0
False,15,B,ROSAS,6636.0
False,15,B,TRONADOR,1107.0
False,15,B,URUGUAY,2621.0
False,15,C,AVENIDA DE MAYO,1250.0
False,15,C,CONSTITUCION,16841.0
False,15,C,DIAGONAL NORTE,738.0
False,15,C,GENERAL SAN MARTIN,1154.0
False,15,C,INDEPENDENCIA,1734.0
False,15,C,LAVALLE,1771.0
False,15,C,MARIANO MORENO,897.0
False,15,C,RETIRO,8576.0
False,15,C,SAN JUAN,1167.0
False,15,D,9 DE JULIO,743.0
False,15,D,AGÃÂÃÂ¼ERO,2775.0
False,15,D,BULNES,4678.0
False,15,D,CALLAO,2518.0
False,15,D,CATEDRAL,3339.0
False,15,D,CONGRESO DE TUCUMAN,7095.0
False,15,D,FACULTAD DE MEDICINA,2518.0
False,15,D,JOSE HERNANDEZ,2682.0
False,15,D,JURAMENTO,5783.0
False,15,D,MINISTRO CARRANZA,2832.0
False,15,D,OLLEROS,3603.0
False,15,D,PALERMO,5603.0
False,15,D,PLAZA ITALIA,4503.0
False,15,D,PUEYRREDON.D,1991.0
False,15,D,SCALABRINI ORTIZ,3411.0
False,15,D,TRIBUNALES,1944.0
False,15,E,AVENIDA LA PLATA,1395.0
False,15,E,BOEDO,1487.0
False,15,E,BOLIVAR,1529.0
False,15,E,CATALINAS,325.0
False,15,E,CORREO CENTRAL,1236.0
False,15,E,EMILIO MITRE,1005.0
False,15,E,ENTRE RIOS,1188.0
False,15,E,GENERAL BELGRANO,513.0
False,15,E,INDEPENDENCIA.H,1137.0
False,15,E,JOSE MARIA MORENO,927.0
False,15,E,JUJUY,1007.0
False,15,E,MEDALLA MILAGROSA,508.0
False,15,E,PICHINCHA,664.0
False,15,E,PZA. DE LOS VIRREYES,2043.0
False,15,E,RETIRO E,943.0
False,15,E,SAN JOSE,645.0
False,15,E,URQUIZA,810.0
False,15,E,VARELA,566.0
False,15,H,CASEROS,1242.0
False,15,H,CORDOBA,1340.0
False,15,H,CORRIENTES,1652.0
False,15,H,FACULTAD DE DERECHO,1017.0
False,15,H,HOSPITALES,2406.0
False,15,H,HUMBERTO I,1745.0
False,15,H,INCLAN,1524.0
False,15,H,LAS HERAS,2856.0
False,15,H,ONCE,4888.0
False,15,H,PATRICIOS,2290.0
False,15,H,SANTA FE,2422.0
False,15,H,VENEZUELA,1998.0
False,16,A,ACOYTE,4403.0
False,16,A,ALBERTI,1191.0
False,16,A,CARABOBO,3344.0
False,16,A,CASTRO BARROS,2591.0
False,16,A,CONGRESO,2667.0
False,16,A,FLORES,3214.0
False,16,A,LIMA,1604.0
False,16,A,LORIA,2194.0
False,16,A,PASCO,904.0
False,16,A,PERU,2037.0
False,16,A,PIEDRAS,965.0
False,16,A,PLAZA DE MAYO,2434.0
False,16,A,PLAZA MISERERE,4673.0
False,16,A,PRIMERA JUNTA,3670.0
False,16,A,PUAN,2033.0
False,16,A,RIO DE JANEIRO,2937.0
False,16,A,SAENZ PEÃÂÃÂ±A ,1519.0
False,16,A,SAN PEDRITO,6667.0
False,16,B,ANGEL GALLARDO,4025.0
False,16,B,CALLAO.B,3394.0
False,16,B,CARLOS GARDEL,7922.0
False,16,B,CARLOS PELLEGRINI,4257.0
False,16,B,DORREGO,2544.0
False,16,B,ECHEVERRIA,1805.0
False,16,B,FEDERICO LACROZE,6997.0
False,16,B,FLORIDA,2951.0
False,16,B,LEANDRO N. ALEM,3603.0
False,16,B,LOS INCAS,2530.0
False,16,B,MALABIA,5097.0
False,16,B,MEDRANO,4683.0
False,16,B,PASTEUR,2405.0
False,16,B,PUEYRREDON,3055.0
False,16,B,ROSAS,7149.0
False,16,B,TRONADOR,1335.0
False,16,B,URUGUAY,2636.0
False,16,C,AVENIDA DE MAYO,1321.0
False,16,C,CONSTITUCION,17799.0
False,16,C,DIAGONAL NORTE,642.0
False,16,C,GENERAL SAN MARTIN,1185.0
False,16,C,INDEPENDENCIA,1697.0
False,16,C,LAVALLE,1671.0
False,16,C,MARIANO MORENO,856.0
False,16,C,RETIRO,9592.0
False,16,C,SAN JUAN,1230.0
False,16,D,9 DE JULIO,924.0
False,16,D,AGÃÂÃÂ¼ERO,3304.0
False,16,D,BULNES,5302.0
False,16,D,CALLAO,2674.0
False,16,D,CATEDRAL,3679.0
False,16,D,CONGRESO DE TUCUMAN,8844.0
False,16,D,FACULTAD DE MEDICINA,2601.0
False,16,D,JOSE HERNANDEZ,3509.0
False,16,D,JURAMENTO,6841.0
False,16,D,MINISTRO CARRANZA,3518.0
False,16,D,OLLEROS,4334.0
False,16,D,PALERMO,6752.0
False,16,D,PLAZA ITALIA,5966.0
False,16,D,PUEYRREDON.D,2184.0
False,16,D,SCALABRINI ORTIZ,4009.0
False,16,D,TRIBUNALES,1991.0
False,16,E,AVENIDA LA PLATA,1306.0
False,16,E,BOEDO,1385.0
False,16,E,BOLIVAR,1824.0
False,16,E,CATALINAS,415.0
False,16,E,CORREO CENTRAL,1621.0
False,16,E,EMILIO MITRE,1158.0
False,16,E,ENTRE RIOS,1235.0
False,16,E,GENERAL BELGRANO,528.0
False,16,E,INDEPENDENCIA.H,1290.0
False,16,E,JOSE MARIA MORENO,1097.0
False,16,E,JUJUY,1178.0
False,16,E,MEDALLA MILAGROSA,475.0
False,16,E,PICHINCHA,650.0
False,16,E,PZA. DE LOS VIRREYES,1913.0
False,16,E,RETIRO E,1110.0
False,16,E,SAN JOSE,733.0
False,16,E,URQUIZA,835.0
False,16,E,VARELA,598.0
False,16,H,CASEROS,1352.0
False,16,H,CORDOBA,1344.0
False,16,H,CORRIENTES,1733.0
False,16,H,FACULTAD DE DERECHO,1591.0
False,16,H,HOSPITALES,2477.0
False,16,H,HUMBERTO I,1888.0
False,16,H,INCLAN,1484.0
False,16,H,LAS HERAS,3673.0
False,16,H,ONCE,4897.0
False,16,H,PATRICIOS,2181.0
False,16,H,SANTA FE,2552.0
False,16,H,VENEZUELA,2070.0
False,17,A,ACOYTE,3825.0
False,17,A,ALBERTI,1089.0
False,17,A,CARABOBO,2815.0
False,17,A,CASTRO BARROS,2176.0
False,17,A,CONGRESO,2632.0
False,17,A,FLORES,2832.0
False,17,A,LIMA,1640.0
False,17,A,LORIA,1876.0
False,17,A,PASCO,791.0
False,17,A,PERU,2003.0
False,17,A,PIEDRAS,786.0
False,17,A,PLAZA DE MAYO,2523.0
False,17,A,PLAZA MISERERE,3580.0
False,17,A,PRIMERA JUNTA,2991.0
False,17,A,PUAN,1751.0
False,17,A,RIO DE JANEIRO,2743.0
False,17,A,SAENZ PEÃÂÃÂ±A ,1452.0
False,17,A,SAN PEDRITO,5254.0
False,17,B,ANGEL GALLARDO,3937.0
False,17,B,CALLAO.B,3459.0
False,17,B,CARLOS GARDEL,8483.0
False,17,B,CARLOS PELLEGRINI,4711.0
False,17,B,DORREGO,2532.0
False,17,B,ECHEVERRIA,1508.0
False,17,B,FEDERICO LACROZE,5892.0
False,17,B,FLORIDA,2960.0
False,17,B,LEANDRO N. ALEM,4602.0
False,17,B,LOS INCAS,2168.0
False,17,B,MALABIA,4860.0
False,17,B,MEDRANO,4404.0
False,17,B,PASTEUR,2217.0
False,17,B,PUEYRREDON,2753.0
False,17,B,ROSAS,5873.0
False,17,B,TRONADOR,1020.0
False,17,B,URUGUAY,2734.0
False,17,C,AVENIDA DE MAYO,1229.0
False,17,C,CONSTITUCION,18716.0
False,17,C,DIAGONAL NORTE,658.0
False,17,C,GENERAL SAN MARTIN,1229.0
False,17,C,INDEPENDENCIA,1670.0
False,17,C,LAVALLE,1690.0
False,17,C,MARIANO MORENO,858.0
False,17,C,RETIRO,10513.0
False,17,C,SAN JUAN,1348.0
False,17,D,9 DE JULIO,939.0
False,17,D,AGÃÂÃÂ¼ERO,2762.0
False,17,D,BULNES,5220.0
False,17,D,CALLAO,2594.0
False,17,D,CATEDRAL,3752.0
False,17,D,CONGRESO DE TUCUMAN,7482.0
False,17,D,FACULTAD DE MEDICINA,2319.0
False,17,D,JOSE HERNANDEZ,2863.0
False,17,D,JURAMENTO,6816.0
False,17,D,MINISTRO CARRANZA,2976.0
False,17,D,OLLEROS,3641.0
False,17,D,PALERMO,6788.0
False,17,D,PLAZA ITALIA,7399.0
False,17,D,PUEYRREDON.D,2118.0
False,17,D,SCALABRINI ORTIZ,3783.0
False,17,D,TRIBUNALES,2138.0
False,17,E,AVENIDA LA PLATA,1164.0
False,17,E,BOEDO,1311.0
False,17,E,BOLIVAR,1944.0
False,17,E,CATALINAS,425.0
False,17,E,CORREO CENTRAL,2066.0
False,17,E,EMILIO MITRE,1147.0
False,17,E,ENTRE RIOS,1051.0
False,17,E,GENERAL BELGRANO,497.0
False,17,E,INDEPENDENCIA.H,1166.0
False,17,E,JOSE MARIA MORENO,916.0
False,17,E,JUJUY,1011.0
False,17,E,MEDALLA MILAGROSA,493.0
False,17,E,PICHINCHA,740.0
False,17,E,PZA. DE LOS VIRREYES,1719.0
False,17,E,RETIRO E,1155.0
False,17,E,SAN JOSE,600.0
False,17,E,URQUIZA,726.0
False,17,E,VARELA,575.0
False,17,H,CASEROS,1597.0
False,17,H,CORDOBA,1229.0
False,17,H,CORRIENTES,1718.0
False,17,H,FACULTAD DE DERECHO,2358.0
False,17,H,HOSPITALES,1800.0
False,17,H,HUMBERTO I,1599.0
False,17,H,INCLAN,1362.0
False,17,H,LAS HERAS,3794.0
False,17,H,ONCE,4166.0
False,17,H,PATRICIOS,2132.0
False,17,H,SANTA FE,2514.0
False,17,H,VENEZUELA,1627.0
False,18,A,ACOYTE,3220.0
False,18,A,ALBERTI,938.0
False,18,A,CARABOBO,2242.0
False,18,A,CASTRO BARROS,1919.0
False,18,A,CONGRESO,2515.0
False,18,A,FLORES,2106.0
False,18,A,LIMA,1922.0
False,18,A,LORIA,1794.0
False,18,A,PASCO,552.0
False,18,A,PERU,2279.0
False,18,A,PIEDRAS,883.0
False,18,A,PLAZA DE MAYO,3276.0
False,18,A,PLAZA MISERERE,2968.0
False,18,A,PRIMERA JUNTA,2224.0
False,18,A,PUAN,1075.0
False,18,A,RIO DE JANEIRO,2001.0
False,18,A,SAENZ PEÃÂÃÂ±A ,1241.0
False,18,A,SAN PEDRITO,3685.0
False,18,B,ANGEL GALLARDO,3693.0
False,18,B,CALLAO.B,3295.0
False,18,B,CARLOS GARDEL,7682.0
False,18,B,CARLOS PELLEGRINI,4866.0
False,18,B,DORREGO,2332.0
False,18,B,ECHEVERRIA,1215.0
False,18,B,FEDERICO LACROZE,5066.0
False,18,B,FLORIDA,2835.0
False,18,B,LEANDRO N. ALEM,4465.0
False,18,B,LOS INCAS,1837.0
False,18,B,MALABIA,4281.0
False,18,B,MEDRANO,3871.0
False,18,B,PASTEUR,1661.0
False,18,B,PUEYRREDON,2020.0
False,18,B,ROSAS,5194.0
False,18,B,TRONADOR,996.0
False,18,B,URUGUAY,3241.0
False,18,C,AVENIDA DE MAYO,1509.0
False,18,C,CONSTITUCION,15598.0
False,18,C,DIAGONAL NORTE,567.0
False,18,C,GENERAL SAN MARTIN,1032.0
False,18,C,INDEPENDENCIA,1572.0
False,18,C,LAVALLE,1666.0
False,18,C,MARIANO MORENO,776.0
False,18,C,RETIRO,9201.0
False,18,C,SAN JUAN,1149.0
False,18,D,9 DE JULIO,1116.0
False,18,D,AGÃÂÃÂ¼ERO,2123.0
False,18,D,BULNES,4325.0
False,18,D,CALLAO,2214.0
False,18,D,CATEDRAL,3934.0
False,18,D,CONGRESO DE TUCUMAN,6009.0
False,18,D,FACULTAD DE MEDICINA,1870.0
False,18,D,JOSE HERNANDEZ,2395.0
False,18,D,JURAMENTO,5780.0
False,18,D,MINISTRO CARRANZA,2329.0
False,18,D,OLLEROS,3002.0
False,18,D,PALERMO,6397.0
False,18,D,PLAZA ITALIA,7402.0
False,18,D,PUEYRREDON.D,1483.0
False,18,D,SCALABRINI ORTIZ,3189.0
False,18,D,TRIBUNALES,3144.0
False,18,E,AVENIDA LA PLATA,1059.0
False,18,E,BOEDO,1079.0
False,18,E,BOLIVAR,1897.0
False,18,E,CATALINAS,502.0
False,18,E,CORREO CENTRAL,2125.0
False,18,E,EMILIO MITRE,1121.0
False,18,E,ENTRE RIOS,830.0
False,18,E,GENERAL BELGRANO,537.0
False,18,E,INDEPENDENCIA.H,1070.0
False,18,E,JOSE MARIA MORENO,791.0
False,18,E,JUJUY,813.0
False,18,E,MEDALLA MILAGROSA,327.0
False,18,E,PICHINCHA,570.0
False,18,E,PZA. DE LOS VIRREYES,1277.0
False,18,E,RETIRO E,1193.0
False,18,E,SAN JOSE,524.0
False,18,E,URQUIZA,593.0
False,18,E,VARELA,400.0
False,18,H,CASEROS,966.0
False,18,H,CORDOBA,1061.0
False,18,H,CORRIENTES,1269.0
False,18,H,FACULTAD DE DERECHO,2877.0
False,18,H,HOSPITALES,1429.0
False,18,H,HUMBERTO I,1194.0
False,18,H,INCLAN,1091.0
False,18,H,LAS HERAS,3966.0
False,18,H,ONCE,3292.0
False,18,H,PATRICIOS,1899.0
False,18,H,SANTA FE,2120.0
False,18,H,VENEZUELA,1426.0
False,19,A,ACOYTE,3292.0
False,19,A,ALBERTI,1010.0
False,19,A,CARABOBO,2102.0
False,19,A,CASTRO BARROS,2055.0
False,19,A,CONGRESO,2867.0
False,19,A,FLORES,1933.0
False,19,A,LIMA,3227.0
False,19,A,LORIA,1694.0
False,19,A,PASCO,520.0
False,19,A,PERU,2298.0
False,19,A,PIEDRAS,1492.0
False,19,A,PLAZA DE MAYO,3192.0
False,19,A,PLAZA MISERERE,2726.0
False,19,A,PRIMERA JUNTA,2246.0
False,19,A,PUAN,1165.0
False,19,A,RIO DE JANEIRO,2137.0
False,19,A,SAENZ PEÃÂÃÂ±A ,2150.0
False,19,A,SAN PEDRITO,3413.0
False,19,B,ANGEL GALLARDO,3918.0
False,19,B,CALLAO.B,4680.0
False,19,B,CARLOS GARDEL,8896.0
False,19,B,CARLOS PELLEGRINI,4581.0
False,19,B,DORREGO,2237.0
False,19,B,ECHEVERRIA,1387.0
False,19,B,FEDERICO LACROZE,4628.0
False,19,B,FLORIDA,4234.0
False,19,B,LEANDRO N. ALEM,4666.0
False,19,B,LOS INCAS,1868.0
False,19,B,MALABIA,4493.0
False,19,B,MEDRANO,3984.0
False,19,B,PASTEUR,1554.0
False,19,B,PUEYRREDON,2203.0
False,19,B,ROSAS,5312.0
False,19,B,TRONADOR,869.0
False,19,B,URUGUAY,4804.0
False,19,C,AVENIDA DE MAYO,2096.0
False,19,C,CONSTITUCION,16144.0
False,19,C,DIAGONAL NORTE,474.0
False,19,C,GENERAL SAN MARTIN,1354.0
False,19,C,INDEPENDENCIA,1418.0
False,19,C,LAVALLE,1208.0
False,19,C,MARIANO MORENO,884.0
False,19,C,RETIRO,9397.0
False,19,C,SAN JUAN,1034.0
False,19,D,9 DE JULIO,906.0
False,19,D,AGÃÂÃÂ¼ERO,2063.0
False,19,D,BULNES,4713.0
False,19,D,CALLAO,3068.0
False,19,D,CATEDRAL,4404.0
False,19,D,CONGRESO DE TUCUMAN,5831.0
False,19,D,FACULTAD DE MEDICINA,1961.0
