dia_de_semana,hora,linea,estacion,trx_totales
False,19,D,JOSE HERNANDEZ,2151.0
False,19,D,JURAMENTO,5823.0
False,19,D,MINISTRO CARRANZA,2452.0
False,19,D,OLLEROS,3117.0
False,19,D,PALERMO,6780.0
False,19,D,PLAZA ITALIA,6921.0
False,19,D,PUEYRREDON.D,1479.0
False,19,D,SCALABRINI ORTIZ,3287.0
False,19,D,TRIBUNALES,1338.0
False,19,E,AVENIDA LA PLATA,928.0
False,19,E,BOEDO,1131.0
False,19,E,BOLIVAR,2358.0
False,19,E,CATALINAS,485.0
False,19,E,CORREO CENTRAL,2890.0
False,19,E,EMILIO MITRE,1190.0
False,19,E,ENTRE RIOS,864.0
False,19,E,GENERAL BELGRANO,643.0
False,19,E,INDEPENDENCIA.H,1184.0
False,19,E,JOSE MARIA MORENO,807.0
False,19,E,JUJUY,749.0
False,19,E,MEDALLA MILAGROSA,379.0
False,19,E,PICHINCHA,488.0
False,19,E,PZA. DE LOS VIRREYES,1142.0
False,19,E,RETIRO E,1175.0
False,19,E,SAN JOSE,529.0
False,19,E,URQUIZA,574.0
False,19,E,VARELA,363.0
False,19,H,CASEROS,887.0
False,19,H,CORDOBA,1114.0
False,19,H,CORRIENTES,1255.0
False,19,H,FACULTAD DE DERECHO,2773.0
False,19,H,HOSPITALES,1421.0
False,19,H,HUMBERTO I,1314.0
False,19,H,INCLAN,1087.0
False,19,H,LAS HERAS,4203.0
False,19,H,ONCE,3141.0
False,19,H,PATRICIOS,1841.0
False,19,H,SANTA FE,2621.0
False,19,H,VENEZUELA,1209.0
False,20,A,ACOYTE,2900.0
False,20,A,ALBERTI,1040.0
False,20,A,CARABOBO,2027.0
False,20,A,CASTRO BARROS,1761.0
False,20,A,CONGRESO,2507.0
False,20,A,FLORES,1781.0
False,20,A,LIMA,1806.0
False,20,A,LORIA,1434.0
False,20,A,PASCO,420.0
False,20,A,PERU,1692.0
False,20,A,PIEDRAS,686.0
False,20,A,PLAZA DE MAYO,2127.0
False,20,A,PLAZA MISERERE,2263.0
False,20,A,PRIMERA JUNTA,1987.0
False,20,A,PUAN,974.0
False,20,A,RIO DE JANEIRO,1851.0
False,20,A,SAENZ PEÃÂÃÂ±A ,1275.0
False,20,A,SAN PEDRITO,2564.0
False,20,B,ANGEL GALLARDO,2799.0
False,20,B,CALLAO.B,4348.0
False,20,B,CARLOS GARDEL,7629.0
False,20,B,CARLOS PELLEGRINI,4967.0
False,20,B,DORREGO,1678.0
False,20,B,ECHEVERRIA,1227.0
False,20,B,FEDERICO LACROZE,4200.0
False,20,B,FLORIDA,2709.0
False,20,B,LEANDRO N. ALEM,5093.0
False,20,B,LOS INCAS,1649.0
False,20,B,MALABIA,4064.0
False,20,B,MEDRANO,3571.0
False,20,B,PASTEUR,1596.0
False,20,B,PUEYRREDON,1602.0
False,20,B,ROSAS,5020.0
False,20,B,TRONADOR,785.0
False,20,B,URUGUAY,3020.0
False,20,C,AVENIDA DE MAYO,1239.0
False,20,C,CONSTITUCION,11947.0
False,20,C,DIAGONAL NORTE,384.0
False,20,C,GENERAL SAN MARTIN,909.0
False,20,C,INDEPENDENCIA,1165.0
False,20,C,LAVALLE,1213.0
False,20,C,MARIANO MORENO,666.0
False,20,C,RETIRO,8099.0
False,20,C,SAN JUAN,719.0
False,20,D,9 DE JULIO,798.0
False,20,D,AGÃÂÃÂ¼ERO,2085.0
False,20,D,BULNES,4331.0
False,20,D,CALLAO,2808.0
False,20,D,CATEDRAL,2600.0
False,20,D,CONGRESO DE TUCUMAN,6146.0
False,20,D,FACULTAD DE MEDICINA,1585.0
False,20,D,JOSE HERNANDEZ,2448.0
False,20,D,JURAMENTO,6194.0
False,20,D,MINISTRO CARRANZA,2024.0
False,20,D,OLLEROS,3048.0
False,20,D,PALERMO,5427.0
False,20,D,PLAZA ITALIA,5126.0
False,20,D,PUEYRREDON.D,1600.0
False,20,D,SCALABRINI ORTIZ,2797.0
False,20,D,TRIBUNALES,1173.0
False,20,E,AVENIDA LA PLATA,928.0
False,20,E,BOEDO,1024.0
False,20,E,BOLIVAR,1501.0
False,20,E,CATALINAS,331.0
False,20,E,CORREO CENTRAL,2118.0
False,20,E,EMILIO MITRE,1017.0
False,20,E,ENTRE RIOS,787.0
False,20,E,GENERAL BELGRANO,428.0
False,20,E,INDEPENDENCIA.H,845.0
False,20,E,JOSE MARIA MORENO,715.0
False,20,E,JUJUY,738.0
False,20,E,MEDALLA MILAGROSA,260.0
False,20,E,PICHINCHA,425.0
False,20,E,PZA. DE LOS VIRREYES,957.0
False,20,E,RETIRO E,1195.0
False,20,E,SAN JOSE,507.0
False,20,E,URQUIZA,520.0
False,20,E,VARELA,309.0
False,20,H,CASEROS,790.0
False,20,H,CORDOBA,991.0
False,20,H,CORRIENTES,1172.0
False,20,H,FACULTAD DE DERECHO,1622.0
False,20,H,HOSPITALES,1163.0
False,20,H,HUMBERTO I,1097.0
False,20,H,INCLAN,907.0
False,20,H,LAS HERAS,3888.0
False,20,H,ONCE,2728.0
False,20,H,PATRICIOS,1253.0
False,20,H,SANTA FE,2733.0
False,20,H,VENEZUELA,986.0
False,21,A,ACOYTE,1759.0
False,21,A,ALBERTI,593.0
False,21,A,CARABOBO,1321.0
False,21,A,CASTRO BARROS,1209.0
False,21,A,CONGRESO,1771.0
False,21,A,FLORES,1202.0
False,21,A,LIMA,1030.0
False,21,A,LORIA,1076.0
False,21,A,PASCO,259.0
False,21,A,PERU,1001.0
False,21,A,PIEDRAS,502.0
False,21,A,PLAZA DE MAYO,1408.0
False,21,A,PLAZA MISERERE,1835.0
False,21,A,PRIMERA JUNTA,1340.0
False,21,A,PUAN,677.0
False,21,A,RIO DE JANEIRO,1150.0
False,21,A,SAENZ PEÃÂÃÂ±A ,937.0
False,21,A,SAN PEDRITO,1794.0
False,21,B,ANGEL GALLARDO,2043.0
False,21,B,CALLAO.B,2509.0
False,21,B,CARLOS GARDEL,6320.0
False,21,B,CARLOS PELLEGRINI,4935.0
False,21,B,DORREGO,1036.0
False,21,B,ECHEVERRIA,686.0
False,21,B,FEDERICO LACROZE,3077.0
False,21,B,FLORIDA,1519.0
False,21,B,LEANDRO N. ALEM,3291.0
False,21,B,LOS INCAS,1167.0
False,21,B,MALABIA,2506.0
False,21,B,MEDRANO,2616.0
False,21,B,PASTEUR,898.0
False,21,B,PUEYRREDON,985.0
False,21,B,ROSAS,3221.0
False,21,B,TRONADOR,547.0
False,21,B,URUGUAY,1997.0
False,21,C,AVENIDA DE MAYO,862.0
False,21,C,CONSTITUCION,9813.0
False,21,C,DIAGONAL NORTE,411.0
False,21,C,GENERAL SAN MARTIN,559.0
False,21,C,INDEPENDENCIA,1007.0
False,21,C,LAVALLE,1131.0
False,21,C,MARIANO MORENO,463.0
False,21,C,RETIRO,5569.0
False,21,C,SAN JUAN,594.0
False,21,D,9 DE JULIO,695.0
False,21,D,AGÃÂÃÂ¼ERO,1426.0
False,21,D,BULNES,3272.0
False,21,D,CALLAO,1633.0
False,21,D,CATEDRAL,1342.0
False,21,D,CONGRESO DE TUCUMAN,3393.0
False,21,D,FACULTAD DE MEDICINA,983.0
False,21,D,JOSE HERNANDEZ,1236.0
False,21,D,JURAMENTO,3191.0
False,21,D,MINISTRO CARRANZA,1451.0
False,21,D,OLLEROS,2026.0
False,21,D,PALERMO,4017.0
False,21,D,PLAZA ITALIA,3733.0
False,21,D,PUEYRREDON.D,1127.0
False,21,D,SCALABRINI ORTIZ,1868.0
False,21,D,TRIBUNALES,1062.0
False,21,E,AVENIDA LA PLATA,613.0
False,21,E,BOEDO,678.0
False,21,E,BOLIVAR,941.0
False,21,E,CATALINAS,221.0
False,21,E,CORREO CENTRAL,1910.0
False,21,E,EMILIO MITRE,558.0
False,21,E,ENTRE RIOS,601.0
False,21,E,GENERAL BELGRANO,242.0
False,21,E,INDEPENDENCIA.H,566.0
False,21,E,JOSE MARIA MORENO,490.0
False,21,E,JUJUY,500.0
False,21,E,MEDALLA MILAGROSA,188.0
False,21,E,PICHINCHA,279.0
False,21,E,PZA. DE LOS VIRREYES,519.0
False,21,E,RETIRO E,698.0
False,21,E,SAN JOSE,311.0
False,21,E,URQUIZA,442.0
False,21,E,VARELA,170.0
False,21,H,CASEROS,444.0
False,21,H,CORDOBA,820.0
False,21,H,CORRIENTES,712.0
False,21,H,FACULTAD DE DERECHO,986.0
False,21,H,HOSPITALES,709.0
False,21,H,HUMBERTO I,772.0
False,21,H,INCLAN,610.0
False,21,H,LAS HERAS,2694.0
False,21,H,ONCE,2004.0
False,21,H,PATRICIOS,938.0
False,21,H,SANTA FE,1700.0
False,21,H,VENEZUELA,755.0
False,22,A,ACOYTE,723.0
False,22,A,ALBERTI,311.0
False,22,A,CARABOBO,460.0
False,22,A,CASTRO BARROS,497.0
False,22,A,CONGRESO,880.0
False,22,A,FLORES,491.0
False,22,A,LIMA,581.0
False,22,A,LORIA,474.0
False,22,A,PASCO,128.0
False,22,A,PERU,404.0
False,22,A,PIEDRAS,239.0
False,22,A,PLAZA DE MAYO,586.0
False,22,A,PLAZA MISERERE,766.0
False,22,A,PRIMERA JUNTA,556.0
False,22,A,PUAN,257.0
False,22,A,RIO DE JANEIRO,573.0
False,22,A,SAENZ PEÃÂÃÂ±A ,456.0
False,22,A,SAN PEDRITO,770.0
False,22,B,ANGEL GALLARDO,815.0
False,22,B,CALLAO.B,1304.0
False,22,B,CARLOS GARDEL,3901.0
False,22,B,CARLOS PELLEGRINI,2851.0
False,22,B,DORREGO,532.0
False,22,B,ECHEVERRIA,242.0
False,22,B,FEDERICO LACROZE,1139.0
False,22,B,FLORIDA,518.0
False,22,B,LEANDRO N. ALEM,1351.0
False,22,B,LOS INCAS,337.0
False,22,B,MALABIA,1067.0
False,22,B,MEDRANO,1019.0
False,22,B,PASTEUR,374.0
False,22,B,PUEYRREDON,393.0
False,22,B,ROSAS,893.0
False,22,B,TRONADOR,250.0
False,22,B,URUGUAY,1525.0
False,22,C,AVENIDA DE MAYO,242.0
False,22,C,CONSTITUCION,2643.0
False,22,C,DIAGONAL NORTE,181.0
False,22,C,GENERAL SAN MARTIN,183.0
False,22,C,INDEPENDENCIA,441.0
False,22,C,LAVALLE,412.0
False,22,C,MARIANO MORENO,195.0
False,22,C,RETIRO,1807.0
False,22,C,SAN JUAN,271.0
False,22,D,9 DE JULIO,359.0
False,22,D,AGÃÂÃÂ¼ERO,583.0
False,22,D,BULNES,1656.0
False,22,D,CALLAO,594.0
False,22,D,CATEDRAL,476.0
False,22,D,CONGRESO DE TUCUMAN,1004.0
False,22,D,FACULTAD DE MEDICINA,423.0
False,22,D,JOSE HERNANDEZ,510.0
False,22,D,JURAMENTO,870.0
False,22,D,MINISTRO CARRANZA,525.0
False,22,D,OLLEROS,585.0
False,22,D,PALERMO,1325.0
False,22,D,PLAZA ITALIA,917.0
False,22,D,PUEYRREDON.D,492.0
False,22,D,SCALABRINI ORTIZ,773.0
False,22,D,TRIBUNALES,765.0
False,22,E,AVENIDA LA PLATA,265.0
False,22,E,BOEDO,275.0
False,22,E,BOLIVAR,360.0
False,22,E,CATALINAS,146.0
False,22,E,CORREO CENTRAL,480.0
False,22,E,EMILIO MITRE,291.0
False,22,E,ENTRE RIOS,265.0
False,22,E,GENERAL BELGRANO,153.0
False,22,E,INDEPENDENCIA.H,266.0
False,22,E,JOSE MARIA MORENO,192.0
False,22,E,JUJUY,241.0
False,22,E,MEDALLA MILAGROSA,54.0
False,22,E,PICHINCHA,140.0
False,22,E,PZA. DE LOS VIRREYES,199.0
False,22,E,RETIRO E,277.0
False,22,E,SAN JOSE,125.0
False,22,E,URQUIZA,175.0
False,22,E,VARELA,51.0
False,22,H,CASEROS,212.0
False,22,H,CORDOBA,418.0
False,22,H,CORRIENTES,454.0
False,22,H,FACULTAD DE DERECHO,343.0
False,22,H,HOSPITALES,269.0
False,22,H,HUMBERTO I,413.0
False,22,H,INCLAN,410.0
False,22,H,LAS HERAS,1701.0
False,22,H,ONCE,1084.0
False,22,H,PATRICIOS,449.0
False,22,H,SANTA FE,746.0
False,22,H,VENEZUELA,303.0
False,23,A,ACOYTE,130.0
False,23,A,ALBERTI,81.0
False,23,A,CARABOBO,144.0
False,23,A,CASTRO BARROS,73.0
False,23,A,CONGRESO,210.0
False,23,A,FLORES,110.0
False,23,A,LIMA,180.0
False,23,A,LORIA,97.0
False,23,A,PASCO,18.0
False,23,A,PERU,94.0
False,23,A,PIEDRAS,113.0
False,23,A,PLAZA DE MAYO,185.0
False,23,A,PLAZA MISERERE,171.0
False,23,A,PRIMERA JUNTA,110.0
False,23,A,PUAN,54.0
False,23,A,RIO DE JANEIRO,95.0
False,23,A,SAENZ PEÃÂÃÂ±A ,103.0
False,23,A,SAN PEDRITO,220.0
False,23,B,ANGEL GALLARDO,170.0
False,23,B,CALLAO.B,387.0
False,23,B,CARLOS GARDEL,628.0
False,23,B,CARLOS PELLEGRINI,812.0
False,23,B,DORREGO,76.0
False,23,B,ECHEVERRIA,56.0
False,23,B,FEDERICO LACROZE,333.0
False,23,B,FLORIDA,196.0
False,23,B,LEANDRO N. ALEM,655.0
False,23,B,LOS INCAS,102.0
False,23,B,MALABIA,200.0
False,23,B,MEDRANO,208.0
False,23,B,PASTEUR,116.0
False,23,B,PUEYRREDON,82.0
False,23,B,ROSAS,143.0
False,23,B,TRONADOR,57.0
False,23,B,URUGUAY,485.0
False,23,C,AVENIDA DE MAYO,71.0
False,23,C,CONSTITUCION,291.0
False,23,C,DIAGONAL NORTE,38.0
False,23,C,GENERAL SAN MARTIN,48.0
False,23,C,INDEPENDENCIA,96.0
False,23,C,LAVALLE,60.0
False,23,C,MARIANO MORENO,38.0
False,23,C,RETIRO,246.0
False,23,C,SAN JUAN,47.0
False,23,D,9 DE JULIO,98.0
False,23,D,AGÃÂÃÂ¼ERO,124.0
False,23,D,BULNES,207.0
False,23,D,CALLAO,166.0
False,23,D,CATEDRAL,151.0
False,23,D,CONGRESO DE TUCUMAN,151.0
False,23,D,FACULTAD DE MEDICINA,76.0
False,23,D,JOSE HERNANDEZ,103.0
False,23,D,JURAMENTO,178.0
False,23,D,MINISTRO CARRANZA,107.0
False,23,D,OLLEROS,139.0
False,23,D,PALERMO,188.0
False,23,D,PLAZA ITALIA,209.0
False,23,D,PUEYRREDON.D,94.0
False,23,D,SCALABRINI ORTIZ,172.0
False,23,D,TRIBUNALES,175.0
False,23,E,AVENIDA LA PLATA,65.0
False,23,E,BOEDO,58.0
False,23,E,BOLIVAR,93.0
False,23,E,CATALINAS,25.0
False,23,E,CORREO CENTRAL,127.0
False,23,E,EMILIO MITRE,27.0
False,23,E,ENTRE RIOS,62.0
False,23,E,GENERAL BELGRANO,32.0
False,23,E,INDEPENDENCIA.H,46.0
False,23,E,JOSE MARIA MORENO,38.0
False,23,E,JUJUY,55.0
False,23,E,MEDALLA MILAGROSA,6.0
False,23,E,PICHINCHA,29.0
False,23,E,PZA. DE LOS VIRREYES,35.0
False,23,E,RETIRO E,59.0
False,23,E,SAN JOSE,23.0
False,23,E,URQUIZA,25.0
False,23,E,VARELA,15.0
False,23,H,CASEROS,47.0
False,23,H,CORDOBA,71.0
False,23,H,CORRIENTES,93.0
False,23,H,FACULTAD DE DERECHO,75.0
False,23,H,HOSPITALES,44.0
False,23,H,HUMBERTO I,112.0
False,23,H,INCLAN,85.0
False,23,H,LAS HERAS,322.0
False,23,H,ONCE,260.0
False,23,H,PATRICIOS,89.0
False,23,H,SANTA FE,152.0
False,23,H,VENEZUELA,41.0
True,0,A,ACOYTE,5.0
True,0,A,CARABOBO,2.0
True,0,A,FLORES,2.0
True,0,A,LORIA,1.0
True,0,A,PERU,1.0
True,0,A,PLAZA MISERERE,14.0
True,0,A,RIO DE JANEIRO,2.0
True,0,B,CARLOS GARDEL,1.0
True,0,B,FEDERICO LACROZE,1.0
True,0,B,LEANDRO N. ALEM,1.0
True,0,B,MALABIA,2.0
True,0,C,CONSTITUCION,1.0
True,0,C,INDEPENDENCIA,5.0
True,0,D,CONGRESO DE TUCUMAN,16.0
True,0,D,JOSE HERNANDEZ,1.0
True,0,D,MINISTRO CARRANZA,2.0
True,0,D,OLLEROS,1.0
True,0,D,PALERMO,8.0
True,0,D,PLAZA ITALIA,7.0
True,0,E,AVENIDA LA PLATA,10.0
True,0,E,BOEDO,1.0
True,0,E,BOLIVAR,1.0
True,0,E,CATALINAS,4.0
True,0,E,CORREO CENTRAL,1.0
True,0,E,EMILIO MITRE,3.0
True,0,E,ENTRE RIOS,1.0
True,0,E,INDEPENDENCIA.H,1.0
True,0,E,JUJUY,1.0
True,0,E,PICHINCHA,1.0
True,0,E,PZA. DE LOS VIRREYES,1.0
True,0,E,RETIRO E,24.0
True,0,E,SAN JOSE,1.0
True,0,E,URQUIZA,1.0
True,0,E,VARELA,5.0
True,0,H,CORDOBA,1.0
True,0,H,CORRIENTES,1.0
True,0,H,HUMBERTO I,1.0
True,0,H,LAS HERAS,1.0
True,0,H,ONCE,5.0
True,0,H,SANTA FE,2.0
True,0,H,VENEZUELA,2.0
True,1,A,ACOYTE,3.0
True,1,A,FLORES,1.0
True,1,A,LIMA,1.0
True,1,A,PLAZA MISERERE,4.0
True,1,A,RIO DE JANEIRO,1.0
True,1,B,FEDERICO LACROZE,4.0
True,1,B,MALABIA,1.0
True,1,B,PUEYRREDON,3.0
True,1,B,ROSAS,2.0
True,1,D,CONGRESO DE TUCUMAN,3.0
True,1,D,PUEYRREDON.D,2.0
True,1,E,AVENIDA LA PLATA,2.0
True,1,E,CATALINAS,3.0
True,1,E,CORREO CENTRAL,2.0
True,1,E,PZA. DE LOS VIRREYES,1.0
True,1,E,RETIRO E,14.0
True,1,E,VARELA,2.0
True,1,H,ONCE,3.0
True,2,A,ACOYTE,8.0
True,2,A,CONGRESO,1.0
True,2,A,FLORES,2.0
True,2,A,LIMA,1.0
True,2,A,PLAZA MISERERE,6.0
True,2,B,FEDERICO LACROZE,2.0
True,2,B,LEANDRO N. ALEM,7.0
True,2,B,PUEYRREDON,4.0
True,2,B,ROSAS,1.0
True,2,C,MARIANO MORENO,1.0
True,2,D,CATEDRAL,1.0
True,2,D,CONGRESO DE TUCUMAN,5.0
True,2,D,PUEYRREDON.D,4.0
True,2,D,SCALABRINI ORTIZ,1.0
True,2,E,CATALINAS,1.0
True,2,E,CORREO CENTRAL,2.0
True,2,E,INDEPENDENCIA.H,1.0
True,2,E,JOSE MARIA MORENO,1.0
True,2,E,RETIRO E,22.0
True,2,E,VARELA,1.0
True,2,H,ONCE,1.0
True,3,A,ACOYTE,7.0
True,3,A,PLAZA MISERERE,2.0
True,3,B,FEDERICO LACROZE,2.0
True,3,B,MALABIA,2.0
True,3,B,ROSAS,2.0
True,3,D,CATEDRAL,2.0
True,3,D,CONGRESO DE TUCUMAN,3.0
True,3,D,PALERMO,1.0
True,3,D,PLAZA ITALIA,2.0
True,3,E,BOEDO,1.0
True,3,E,CATALINAS,2.0
True,3,E,CORREO CENTRAL,1.0
True,3,E,INDEPENDENCIA.H,1.0
True,3,E,PZA. DE LOS VIRREYES,1.0
True,3,E,RETIRO E,14.0
True,3,H,HOSPITALES,2.0
True,4,A,ACOYTE,37.0
True,4,A,CARABOBO,26.0
True,4,A,FLORES,1.0
True,4,A,LIMA,4.0
True,4,A,LORIA,2.0
True,4,A,PLAZA DE MAYO,4.0
True,4,A,PLAZA MISERERE,69.0
True,4,A,PUAN,1.0
True,4,A,SAN PEDRITO,1.0
True,4,B,DORREGO,2.0
True,4,B,FEDERICO LACROZE,23.0
True,4,B,LEANDRO N. ALEM,8.0
True,4,B,PUEYRREDON,9.0
True,4,B,ROSAS,54.0
True,4,C,INDEPENDENCIA,3.0
True,4,D,BULNES,53.0
True,4,D,CALLAO,2.0
True,4,D,CONGRESO DE TUCUMAN,35.0
True,4,D,FACULTAD DE MEDICINA,1.0
True,4,D,MINISTRO CARRANZA,26.0
True,4,D,PALERMO,7.0
True,4,D,PLAZA ITALIA,17.0
True,4,D,PUEYRREDON.D,20.0
True,4,E,AVENIDA LA PLATA,73.0
True,4,E,CORREO CENTRAL,4.0
True,4,E,INDEPENDENCIA.H,1.0
True,4,E,JOSE MARIA MORENO,5.0
True,4,E,RETIRO E,27.0
True,4,E,SAN JOSE,2.0
True,4,E,VARELA,16.0
True,4,H,HOSPITALES,1.0
True,4,H,ONCE,2.0
True,4,H,SANTA FE,1.0
True,5,A,ACOYTE,1310.0
True,5,A,ALBERTI,237.0
True,5,A,CARABOBO,1146.0
True,5,A,CASTRO BARROS,554.0
True,5,A,CONGRESO,971.0
True,5,A,FLORES,1622.0
True,5,A,LIMA,729.0
True,5,A,LORIA,742.0
True,5,A,PASCO,242.0
True,5,A,PERU,482.0
True,5,A,PIEDRAS,342.0
True,5,A,PLAZA DE MAYO,1100.0
True,5,A,PLAZA MISERERE,2273.0
True,5,A,PRIMERA JUNTA,1960.0
True,5,A,PUAN,439.0
True,5,A,RIO DE JANEIRO,898.0
True,5,A,SAENZ PEÃÂÃÂ±A ,408.0
True,5,A,SAN PEDRITO,4382.0
True,5,B,ANGEL GALLARDO,816.0
True,5,B,CALLAO.B,1090.0
True,5,B,CARLOS GARDEL,713.0
True,5,B,CARLOS PELLEGRINI,1459.0
True,5,B,DORREGO,799.0
True,5,B,ECHEVERRIA,610.0
True,5,B,FEDERICO LACROZE,8576.0
True,5,B,FLORIDA,274.0
True,5,B,LEANDRO N. ALEM,3867.0
True,5,B,LOS INCAS,1098.0
True,5,B,MALABIA,1217.0
True,5,B,MEDRANO,1148.0
True,5,B,PASTEUR,508.0
True,5,B,PUEYRREDON,975.0
True,5,B,ROSAS,4975.0
True,5,B,TRONADOR,278.0
True,5,B,URUGUAY,400.0
True,5,C,AVENIDA DE MAYO,366.0
True,5,C,CONSTITUCION,33824.0
True,5,C,DIAGONAL NORTE,170.0
True,5,C,GENERAL SAN MARTIN,275.0
True,5,C,INDEPENDENCIA,817.0
True,5,C,LAVALLE,587.0
True,5,C,MARIANO MORENO,405.0
True,5,C,RETIRO,6184.0
True,5,C,SAN JUAN,640.0
True,5,D,9 DE JULIO,325.0
True,5,D,AGÃÂÃÂ¼ERO,526.0
True,5,D,BULNES,606.0
True,5,D,CALLAO,505.0
True,5,D,CATEDRAL,1314.0
True,5,D,CONGRESO DE TUCUMAN,3400.0
True,5,D,FACULTAD DE MEDICINA,505.0
True,5,D,JOSE HERNANDEZ,701.0
True,5,D,JURAMENTO,890.0
True,5,D,MINISTRO CARRANZA,1006.0
True,5,D,OLLEROS,601.0
True,5,D,PALERMO,2563.0
True,5,D,PLAZA ITALIA,752.0
True,5,D,PUEYRREDON.D,458.0
True,5,D,SCALABRINI ORTIZ,706.0
True,5,D,TRIBUNALES,272.0
True,5,E,AVENIDA LA PLATA,856.0
True,5,E,BOEDO,503.0
True,5,E,BOLIVAR,514.0
True,5,E,CATALINAS,161.0
True,5,E,CORREO CENTRAL,566.0
True,5,E,EMILIO MITRE,440.0
True,5,E,ENTRE RIOS,515.0
True,5,E,GENERAL BELGRANO,258.0
True,5,E,INDEPENDENCIA.H,799.0
True,5,E,JOSE MARIA MORENO,526.0
True,5,E,JUJUY,384.0
True,5,E,MEDALLA MILAGROSA,139.0
True,5,E,PICHINCHA,422.0
True,5,E,PZA. DE LOS VIRREYES,2879.0
True,5,E,RETIRO E,516.0
True,5,E,SAN JOSE,295.0
True,5,E,URQUIZA,419.0
True,5,E,VARELA,443.0
True,5,H,CASEROS,829.0
True,5,H,CORDOBA,347.0
True,5,H,CORRIENTES,434.0
True,5,H,FACULTAD DE DERECHO,213.0
True,5,H,HOSPITALES,4229.0
True,5,H,HUMBERTO I,515.0
True,5,H,INCLAN,740.0
True,5,H,LAS HERAS,507.0
True,5,H,ONCE,2746.0
True,5,H,PATRICIOS,2302.0
True,5,H,SANTA FE,650.0
True,5,H,VENEZUELA,980.0
True,6,A,ACOYTE,8665.0
True,6,A,ALBERTI,1453.0
True,6,A,CARABOBO,8269.0
True,6,A,CASTRO BARROS,4572.0
True,6,A,CONGRESO,3590.0
True,6,A,FLORES,11673.0
True,6,A,LIMA,2820.0
True,6,A,LORIA,4207.0
True,6,A,PASCO,1181.0
True,6,A,PERU,1567.0
True,6,A,PIEDRAS,1335.0
True,6,A,PLAZA DE MAYO,5777.0
True,6,A,PLAZA MISERERE,11092.0
True,6,A,PRIMERA JUNTA,10535.0
True,6,A,PUAN,4571.0
True,6,A,RIO DE JANEIRO,5208.0
True,6,A,SAENZ PEÃÂÃÂ±A ,2335.0
True,6,A,SAN PEDRITO,32581.0
True,6,B,ANGEL GALLARDO,7428.0
True,6,B,CALLAO.B,4241.0
True,6,B,CARLOS GARDEL,4404.0
True,6,B,CARLOS PELLEGRINI,7629.0
True,6,B,DORREGO,5086.0
True,6,B,ECHEVERRIA,6013.0
True,6,B,FEDERICO LACROZE,34927.0
True,6,B,FLORIDA,1180.0
True,6,B,LEANDRO N. ALEM,13326.0
True,6,B,LOS INCAS,8100.0
True,6,B,MALABIA,9155.0
True,6,B,MEDRANO,7260.0
True,6,B,PASTEUR,2628.0
True,6,B,PUEYRREDON,4697.0
True,6,B,ROSAS,35421.0
True,6,B,TRONADOR,3243.0
True,6,B,URUGUAY,1954.0
True,6,C,AVENIDA DE MAYO,2011.0
True,6,C,CONSTITUCION,175426.0
True,6,C,DIAGONAL NORTE,902.0
True,6,C,GENERAL SAN MARTIN,1279.0
True,6,C,INDEPENDENCIA,3632.0
True,6,C,LAVALLE,1972.0
True,6,C,MARIANO MORENO,1559.0
True,6,C,RETIRO,29265.0
True,6,C,SAN JUAN,3289.0
True,6,D,9 DE JULIO,2651.0
True,6,D,AGÃÂÃÂ¼ERO,4716.0
True,6,D,BULNES,5697.0
True,6,D,CALLAO,3185.0
True,6,D,CATEDRAL,5522.0
True,6,D,CONGRESO DE TUCUMAN,30236.0
True,6,D,FACULTAD DE MEDICINA,3668.0
True,6,D,JOSE HERNANDEZ,6940.0
True,6,D,JURAMENTO,8655.0
True,6,D,MINISTRO CARRANZA,7504.0
True,6,D,OLLEROS,5729.0
True,6,D,PALERMO,13570.0
True,6,D,PLAZA ITALIA,4565.0
True,6,D,PUEYRREDON.D,2648.0
True,6,D,SCALABRINI ORTIZ,5596.0
True,6,D,TRIBUNALES,1653.0
True,6,E,AVENIDA LA PLATA,3446.0
True,6,E,BOEDO,2839.0
True,6,E,BOLIVAR,2345.0
True,6,E,CATALINAS,408.0
True,6,E,CORREO CENTRAL,1545.0
True,6,E,EMILIO MITRE,3966.0
True,6,E,ENTRE RIOS,3003.0
True,6,E,GENERAL BELGRANO,782.0
True,6,E,INDEPENDENCIA.H,2449.0
True,6,E,JOSE MARIA MORENO,3300.0
True,6,E,JUJUY,2351.0
True,6,E,MEDALLA MILAGROSA,1824.0
True,6,E,PICHINCHA,1773.0
True,6,E,PZA. DE LOS VIRREYES,15396.0
True,6,E,RETIRO E,2218.0
True,6,E,SAN JOSE,2073.0
True,6,E,URQUIZA,2471.0
True,6,E,VARELA,3021.0
True,6,H,CASEROS,4127.0
True,6,H,CORDOBA,2472.0
True,6,H,CORRIENTES,2045.0
True,6,H,FACULTAD DE DERECHO,659.0
True,6,H,HOSPITALES,26538.0
True,6,H,HUMBERTO I,3587.0
True,6,H,INCLAN,4496.0
True,6,H,LAS HERAS,3342.0
True,6,H,ONCE,15117.0
True,6,H,PATRICIOS,12197.0
True,6,H,SANTA FE,2700.0
True,6,H,VENEZUELA,5989.0
True,7,A,ACOYTE,29645.0
True,7,A,ALBERTI,5106.0
True,7,A,CARABOBO,34556.0
True,7,A,CASTRO BARROS,16375.0
True,7,A,CONGRESO,9798.0
True,7,A,FLORES,39074.0
True,7,A,LIMA,5957.0
